name,red_mean,red_std,green_mean,green_std,blue_mean,blue_std
tomato,44.1065,74.51658646066659,25.945,43.83328615333329,17.6426,29.806634584266636
tomato,52.793125,80.32236816562603,20.815575,31.669962305303983,15.6871,23.867217969214593
tomato,46.121,75.5871904425611,17.3632,28.456354048964176,14.3789,23.565418196798458
tomato,34.0996,66.29820570603701,15.4808,30.098571915624166,13.8072,26.844672249070207
tomato,45.7437,73.54917205727065,16.7355,26.908233679489257,13.667325,21.97505750491623
tomato,31.2998,62.973731983740656,18.4233,37.06681692713848,15.0556,30.291162220027147
tomato,60.83875,83.33923294845891,25.37845,34.76436574421429,19.81605,27.144778731783756
tomato,40.3052,76.1028754578958,20.1526,38.0514377289479,11.17155,21.09373178452547
tomato,26.76125,59.26308293058589,13.380625,29.631541465292944,11.348125,25.130547824995283
tomato,23.8125,54.81641947218005,11.58875,26.67732414312762,11.1125,25.58099575368402
tomato,28.654125,53.62204066878074,11.10625,20.783736693325864,10.884125,20.36806195945935
tomato,46.02305,73.3732650132015,16.09395,25.65813561811341,13.83515,22.056993776974686
tomato,60.6019,82.53204478498033,23.8204,32.44034130276683,19.2665,26.23851134782612
tomato,17.7612,48.8287023640809,11.80185,32.44538775508008,10.39965,28.59049020002106
tomato,28.242375,60.7692840122325,17.40725,37.45528196980367,14.9205,32.10452740268886
tomato,61.007475,84.12140672340409,25.50595,35.1694016809712,19.646475,27.08994453804539
tomato,23.280425,54.528579541552105,12.796525,29.972662926813413,12.179825,28.52819724359349
tomato,54.0237,84.43842749785195,26.43095,41.31127366830391,14.23205,22.244531975240566
tomato,48.97605,73.0723095734458,21.0783,31.44884209490073,16.1187,24.04911454315938
tomato,32.0784,64.8055202389426,18.3024,36.974928725286276,14.1696,28.62575127118937
tomato,31.09645,61.82122691598332,13.125125,26.093374997005945,11.913575,23.684755766513085
tomato,63.803375,92.18673556216953,30.44425,43.98757940529918,18.137,26.205366454220783
tomato,53.9821,86.62839130210142,25.4527,40.84551092482503,16.2226,26.03340256747089
tomato,57.872025,76.50150781128028,25.842225,34.161050657867285,21.8385,28.868493513690666
tomato,23.3773,55.8904101318822,13.1032,31.32710886373015,12.2098,29.191169623021274
tomato,28.80165,60.76449627272081,13.2084,27.866520583668144,12.29115,25.93134554313563
tomato,27.5054,57.80793691907713,15.8756,33.365654866044515,14.3988,30.261873018040372
tomato,64.49625,84.4220201484038,36.855,48.24115437051646,27.2727,35.698454234182186
tomato,49.599,76.30840188996228,20.196,31.07168460190081,17.523,26.95925575753159
tomato,21.4893,54.94976419885712,12.4691,31.884431078349195,11.00995,28.153274250031732
tomato,48.17815,72.73935360296723,18.90535,28.543290654328906,15.551175,23.479158441464104
tomato,43.9635,71.11544957145388,16.59,26.836018706209007,13.5485,21.916081943404027
tomato,21.6065,54.28615069932662,14.222,35.732656156518786,12.44425,31.266074136953943
tomato,58.572,84.33433948279905,22.1272,31.859639360168526,17.897,25.768825953077492
tomato,23.4243,55.09283138040739,12.5542,29.526876948976508,10.4108,24.48570283573661
tomato,37.559175,64.69640985649339,18.401475,31.696898788751792,17.393175,29.960082416765395
tomato,33.437075,64.27738941839795,12.991475,24.97401754472786,11.0747,21.289326431571293
tomato,40.73895,70.28547398216433,16.59735,28.634822733474362,14.334075,24.73007417890967
tomato,28.78595,60.75165209767961,14.3013,30.18234944980261,12.4678,26.312817469058686
tomato,36.3363,62.25563590800434,17.787,30.47478680811402,16.7706,28.73337041907893
tomato,31.78915,61.04124255188044,18.3481,35.23185811719274,16.42795,31.544803197951637
tomato,41.1966,70.54565435545977,17.5467,30.04722315139953,15.5123,26.56348713384596
tomato,45.635625,76.8350447768424,27.381375,46.101026866105435,23.730525,39.954223283958044
tomato,23.656,56.79219721053236,14.63715,35.1401720240169,12.27155,29.460952302963662
tomato,23.0925,54.13512209046914,10.31465,24.180354533742882,9.8528,23.097652091933497
tomato,25.179,56.95247105262422,12.5895,28.47623552631211,10.6275,24.03838063909464
tomato,51.2163,75.32550175279286,19.6013,28.828278448599736,18.02055,26.503417283390082
tomato,26.760975,57.66070969082304,13.646325,29.403143352274004,12.582975,27.111989324824084
tomato,60.064125,79.39068908243823,23.2976,30.793964250157853,19.65735,25.98240733607069
tomato,33.3476,68.97184334378777,19.32645,39.97231830151336,16.484325,34.09403619834963
tomato,46.149375,73.43421077474297,28.3125,45.05166305198954,22.366875,35.59081381107174
tomato,35.0366,67.99668271643846,17.833,34.60909000537287,15.1056,29.315935063374663
tomato,51.6723,76.18550132873052,20.79495,30.66001882741594,16.698975,24.620924209894614
tomato,32.3556,68.41093734659685,18.8284,39.80975450112698,14.9896,31.693202612547697
tomato,26.9534,58.05541342924017,16.136575,34.75685935566353,12.590075,27.117989167605607
tomato,61.615575,82.09618896404007,26.303725,35.046911078215935,19.817875,26.405206976738032
tomato,57.0405,78.47333215653582,26.2732,36.145292387252866,19.3592,26.633373337975797
tomato,25.4555,53.99803255443665,10.727675,22.756313719369732,10.1822,21.59921302177466
tomato,27.449825,62.33399981125369,17.21705,39.09706497037213,13.31885,30.244899316702973
tomato,24.944275,52.86916700426038,11.834875,25.083911352386316,11.470725,24.312098695389814
tomato,33.426,60.795119244886756,19.730625,35.886007887606766,17.409375,31.664124606711855
tomato,51.99255,78.66066866291884,19.76325,29.90025417011534,14.5944,22.08018769485441
tomato,33.688,65.23188373793907,16.63345,32.20824259560742,14.7385,28.538949135348343
tomato,59.534,81.09551679347015,24.1638,32.91523916911436,20.6618,28.14491465185141
tomato,37.6156,69.49285025554788,18.5812,34.32779349972847,16.995,31.39737210341018
tomato,29.06805,61.21928102483318,18.02955,37.97145278755475,15.08595,31.772031924280512
tomato,25.012,58.106108594535904,16.101475,37.405807407732496,14.225575,33.047849263142304
tomato,48.87925,76.94342999527315,19.5517,30.777371998109267,16.67645,26.25128788074025
tomato,32.604675,62.13083850347084,16.4103,31.271150505058174,13.38735,25.510675412021143
tomato,58.3947,86.32191617376205,22.91835,33.87903161658402,16.9533,25.06120146980188
tomato,58.3625,82.50609731256229,23.345,33.00243892502492,20.01,28.287804792878504
tomato,36.9246,68.49969572808334,17.5617,32.579123577990856,15.7605,29.237675005889233
tomato,32.822625,65.86659557855845,18.897875,37.92319139371546,14.123675,28.342595673197877
tomato,31.438,67.41468798414779,19.827375,42.517217990002294,15.36175,32.94126799225403
tomato,39.0663,67.58821646048962,16.52805,28.59501465636099,14.52465,25.12895227377178
tomato,62.9464,87.29197172157357,27.0259,37.4786182935017,18.1313,25.143883158931523
tomato,46.21325,70.9040850334979,29.815,45.74457098935348,27.13165,41.62755960031166
tomato,55.23245,83.67605611522033,21.8502,33.102615606021224,16.084175,24.36720315443229
tomato,24.3432,53.97063473556709,11.66445,25.860929144125894,10.4811,23.237356622258048
tomato,72.7605,84.54558024964996,31.0615,36.09255765043536,22.977,26.69860428936314
tomato,47.23875,76.15174323964948,31.399875,50.618511682825826,22.23,35.836114465717394
tomato,62.08755,83.35688234931474,25.334575,34.013440498858316,22.12315,29.701877618721348
tomato,32.56965,63.660450429426746,14.9364,29.194601470819908,12.8619,25.13979571098381
tomato,25.272,58.351058396570664,15.4791,35.74002326789953,13.10985,30.269611543221036
tomato,45.9661,76.41500474900201,19.9275,33.12789223222631,16.7391,27.827429475070097
tomato,69.9681,86.53796093270283,27.2757,33.735137312748556,22.9274,28.35707194404951
tomato,50.6132,79.66321099328096,20.13025,31.684231645054926,15.52905,24.442121554756657
tomato,45.6544,77.14175367879575,29.3122,49.52851230513592,24.1242,40.762403932545496
tomato,59.1947,76.477121362601,27.34945,35.33436619917641,22.10435,28.557912407553534
tomato,31.950225,62.18977044055858,15.244225,29.67224341281554,13.573625,26.420490710041232
tomato,66.1628,85.24750258019291,25.5629,32.936535087801815,20.675875,26.63984455631029
tomato,23.8126,53.94070523491512,12.7218,28.817637043310818,11.417,25.86198196194561
tomato,30.20695,58.111333418684346,12.7635,24.55408454310606,12.976225,24.963319285491163
tomato,66.4576,85.32247653602185,26.0544,33.45028909650857,19.6352,25.208913522006462
tomato,27.262,62.81598010060815,16.0085,36.88612784977572,12.68,29.21673493051542
tomato,27.5424,58.3122508761238,13.8624,29.34921236149277,13.1328,27.804516974045782
tomato,64.9429,83.38224355095035,26.052675,33.449853517532404,19.256325,24.723804773828295
tomato,31.25925,64.65783432374997,20.0817,41.53776023222726,14.7771,30.565521680318167
tomato,36.06425,72.29798836715652,22.11675,44.33744037985842,18.331,36.74814878330608
tomato,49.5093,73.28914389942074,18.1743,26.903609785863306,16.2942,24.12047773904986
tomato,49.69055,75.03605060700824,18.59585,28.080975994033757,17.0716,25.779256650260493
tomato,38.723125,72.64341997204133,14.60415,27.396946960884158,12.170125,22.830789134070137
tomato,58.12625,84.85467907509579,22.995,33.56888402970822,17.565625,25.642897522693787
tomato,28.86595,63.145629940618214,18.3221,40.08045972278761,14.00085,30.62752110892261
tomato,24.583,56.621913699556295,14.4326,33.242542881674986,11.895,27.397700177204655
tomato,30.0157,58.234893779503025,14.9029,28.913828380032967,13.0138,25.24869520509921
tomato,70.029275,87.35640141383101,26.994525,33.673696634381784,19.952475,24.889254034108276
tomato,27.4008,57.24608073361878,12.3024,25.702321962032922,11.5568,24.14460547948547
tomato,46.6929,77.09953105946884,18.7845,31.017052725073672,16.6377,27.472246699350965
tomato,26.01675,57.92861960583473,13.26015,29.524909347489963,12.7566,28.40371025834477
tomato,21.355425,52.210191994182274,12.89925,31.536357580378553,10.749375,26.280297983648797
tomato,63.458925,84.8834174785887,25.09675,33.56971312712547,21.152975,28.294472492862898
tomato,24.682,58.639976773528836,15.652,37.18632673443291,13.846,32.89559672661373
tomato,31.25775,58.834968895525904,15.849,29.83181521463285,13.867875,26.10283831280374
tomato,24.8358,53.94317972051702,11.0187,23.932537481637837,10.3191,22.4130112923275
tomato,28.118,55.07654742265532,14.059,27.53827371132766,12.61175,24.70345141751452
tomato,25.2928,56.61077519483371,11.1488,24.953433802985913,10.6496,23.83611587150893
tomato,27.9387,57.91680794303153,13.96935,28.958403971515764,12.8367,26.610425271122594
tomato,29.106,62.891420432361045,16.9344,36.59137188791916,13.7592,29.73048965893431
tomato,21.3601,52.01000795991094,9.669775,23.545071171040764,9.2368,22.490814252934463
tomato,26.0925,56.85997224542059,15.48155,33.736916865616216,12.00255,26.155587232893474
tomato,68.5635,84.21382587051843,26.30925,32.314607601478,20.329875,24.970378601142098
tomato,51.93735,74.5690976543065,21.5589,30.95321034707063,18.9457,27.201306062577217
tomato,25.35995,57.116593350772426,11.691925,26.33297485652495,11.033225,24.8494269772841
tomato,24.470875,53.85639610793109,14.203375,31.259306831876092,11.6365,25.610034512862338
tomato,23.93685,55.58205881467059,14.7063,34.14845443515709,12.35955,28.699232982738405
tomato,30.73905,64.48095149032386,14.814,31.075157344734397,14.0733,29.521399477497674
tomato,21.92505,52.36673116108642,9.8439,23.5115935825286,9.2473,22.086648516920803
tomato,16.5837,46.86098797838133,9.6831,27.361784926974337,8.5701,24.216752176747402
tomato,26.5044,58.58500815601207,13.4221,29.66804900208303,12.9124,28.541414229852034
tomato,65.654,82.76915055743896,25.4892,32.133905510535136,20.0824,25.31762252345192
tomato,62.5537,79.66078970428299,22.12265,28.17271831005131,17.926975,22.829616561593298
tomato,60.623775,78.78091919842885,22.687425,29.482429884074598,17.10855,22.232652043728386
tomato,57.3114,85.20974727130692,30.52455,45.38345235102217,16.1967,24.08101553319544
tomato,23.90395,57.66233627245344,13.34515,32.19185644658443,12.6119,30.423073125343528
tomato,32.48,60.45369798449059,14.784,27.51685563431985,13.216,24.59840124886168
tomato,60.0204,83.43345841950938,24.894825,34.6059230944556,19.77945,27.495116979156496
tomato,43.2896,76.36464713360495,28.4544,50.19473996984147,21.6448,38.182323566802474
tomato,53.833425,75.2427865497376,29.456025,41.17058131966775,14.8973,20.821903196153805
tomato,40.9968,68.66413321203436,22.338,37.41314950655718,11.5632,19.366806803394304
tomato,47.7603,76.72004329971405,25.4163,40.82762538171917,13.1271,21.08679552682199
tomato,47.94405,71.3074454008661,21.79275,32.41247518221187,17.122875,25.466944786023607
tomato,30.076625,58.7920679480606,12.238075,23.922289716797067,11.20095,21.894977028932914
tomato,51.5504,80.09635859288487,27.2397,42.32364402919484,16.4024,25.485205006826998
tomato,28.94535,62.058951114061706,14.65135,31.412555502179373,13.5793,29.114075831288197
tomato,30.3318,63.67414788405103,21.0843,44.26129791940132,18.1251,38.04918593071342
tomato,26.34455,55.198648401002536,13.3578,27.98804707656467,12.059125,25.266986944120877
tomato,21.4617,53.734724649057235,11.5563,28.934082503338516,10.042975,25.14509550885371
tomato,30.724875,61.7926992551254,15.659775,31.49434349132198,12.091725,24.318417126210637
tomato,23.4561,57.41612815916796,11.442,28.00786739471608,10.726875,26.25737568254632
tomato,33.9227,65.65672185473473,21.07,40.780572580580575,18.7523,36.29470959671671
tomato,32.414525,59.87132572462693,15.4139,28.470280764158264,14.280525,26.376877766793687
tomato,52.955,81.37418494215471,30.6425,47.08730926428054,15.47,23.7722338033261
tomato,28.3,61.05006142503052,18.218125,39.3009770423634,15.388125,33.19597089986034
tomato,45.254,75.13491521256945,16.7706,27.84411563759927,13.5762,22.540474563770836
tomato,16.428,46.49155639468311,9.324,26.387099575360683,8.214,23.245778197341554
tomato,59.247,82.45466021396243,24.1755,33.64529238615708,20.7705,28.906518810642005
tomato,21.3695,54.034484079613456,10.41425,26.33326122867238,9.738,24.623309200836513
tomato,51.876,74.89352858558607,22.69575,32.76591875619391,19.4535,28.085073219594783
tomato,34.8082,66.27600933037535,15.134,28.815656230597977,13.4044,25.522438375672493
tomato,62.52175,81.97394876994458,31.996425,41.95137378226576,17.6532,23.145585535043182
tomato,35.770125,65.30595326985416,17.07735,31.178326077220696,14.7696,26.965038769488174
tomato,32.164425,62.34265625893217,13.244175,25.670505518383838,12.19305,23.633163810575596
tomato,51.39525,79.3807393354175,21.562375,33.30341362922688,17.7225,27.372668736350864
orange,46.2213,87.53574713401379,35.7561,67.71633268857668,14.171625,26.83879039486271
orange,42.009625,82.74759532674878,31.9683,62.968901809623446,12.090575,23.815161581844766
orange,46.528625,86.94578587033057,35.842625,66.97737571829292,14.025375,26.208538324549405
orange,49.686,88.69041325870569,37.74225,67.37060237920913,12.89925,23.025395749856283
orange,81.12855,92.23919272683115,58.44745,66.45189153438373,20.06405,22.81184336254964
orange,50.250625,88.18306420231367,38.72975,67.9654836291003,14.21725,24.94935474992289
orange,46.952775,86.68714636437963,36.292,67.00455757633208,15.197275,28.058158485089056
orange,47.1546,86.81846519514151,36.2202,66.68664717887681,14.807,27.261836897025116
orange,51.729,91.90128159606917,40.1802,71.38378616997001,15.8796,28.211556210886346
orange,47.646775,87.68101737034861,36.248025,66.70469742528914,13.906475,25.591110332972562
orange,49.27175,88.71352998239614,37.72,67.91466410135591,13.6735,24.61906573674151
orange,37.74785,78.98046195343188,29.93795,62.639676721687344,14.69005,30.736238888281367
orange,36.105625,78.08992872553652,28.003875,60.56731057248931,11.9765,25.903000747982848
orange,36.3609,77.37199655682926,28.7631,61.204713694208216,13.3866,28.485212662713263
orange,38.1498,78.82069880405781,31.1272,64.31141593962926,14.8044,30.587136849335863
orange,75.7315,93.43156001988835,55.1135,67.99469551185592,16.2565,20.055989323640958
orange,40.574625,81.18096255347909,31.98,63.98499511604264,15.1905,30.392872680120252
orange,47.7855,86.67510305589487,37.7622,68.49447168319497,17.2494,31.28759817627425
orange,47.532375,87.06247728992884,37.19925,68.13585179211822,16.07375,29.441417441038737
orange,44.25395,84.60438292072996,33.94235,64.89074029842394,11.60055,22.177847950094257
orange,41.5125,82.38188419640571,31.995,63.494330258693175,11.5425,22.90618243509817
orange,47.009725,85.63328751381893,36.820425,67.07237790491236,14.35765,26.15400899436834
orange,46.7226,85.17607556843646,36.3141,66.20120724873527,14.3406,26.143151907143867
orange,46.9536,85.04724009066962,36.4416,66.00681320469882,16.5856,30.041562420087278
orange,42.411875,81.49353338752942,33.2475,63.884377931932626,17.05,32.76121945227314
orange,39.1636,78.62214468608701,30.6152,61.460965896738074,15.904,31.927774491811984
orange,73.328325,95.22939030411973,54.717075,71.05949428784568,14.516775,18.852518892693755
orange,40.2179,79.91171766136678,31.7297,63.0459280041939,13.9449,27.7080830082126
orange,43.0636,81.94621867444525,33.542,63.82745675647746,14.9316,28.413513007722223
orange,48.41595,85.1014329232916,37.901375,66.61980860156666,19.07295,33.52480690917548
orange,51.2491,86.12986328324224,40.528625,68.11290208623748,20.133575,33.83673200413088
orange,45.7161,82.33444965984773,35.8188,64.50946571287038,15.5529,28.010689059535824
orange,46.629375,83.17709728109881,36.586125,65.26203017440059,16.021375,28.5787975273519
orange,42.8038,82.54818172170724,33.4802,64.56738966351358,16.5282,31.87504046679784
orange,41.544025,76.1154551441386,33.9697,62.23805172006913,18.591525,34.06271749544324
orange,35.049075,72.0107149432942,28.537225,58.63167500847452,13.598275,27.93858339329994
orange,35.959375,73.20797582647246,28.961875,58.96209944942917,13.411875,27.304596389332968
orange,102.4191,94.16760512612603,80.7431,74.23795324758085,35.7654,32.88392559959957
orange,33.2859,70.119874224003,26.6655,56.17337990320682,12.873,27.118183401548123
orange,36.731475,74.29390667695688,29.0709,58.79945555181612,12.374775,25.029497971381186
orange,33.2103,71.23336138292228,26.24685,56.2973339961805,10.713,22.978503671910406
orange,33.5862,72.01508709680215,26.61885,57.0757871139549,10.89765,23.366597409068785
orange,33.036075,70.38621650290897,26.537175,56.53974768266458,11.19255,23.846696301532003
orange,33.246275,68.16370569169766,26.9045,55.16138032854145,12.491375,25.61064086682282
orange,41.36215,80.74800553188607,30.7618,60.053793058890136,13.3024,25.969207809249788
orange,42.789,83.05454520373945,32.3015,62.69803902635235,13.424,26.05632790705551
orange,39.96065,80.46861345628804,30.267225,60.948999301049845,12.462975,25.09664677102052
orange,37.3576,76.9837601201708,28.3994,58.5233686627829,11.8172,24.352005752298926
orange,72.2475,92.2351545981791,54.756,69.90453822177786,20.15325,25.728753651071013
orange,54.2944,85.20249602353209,41.2984,64.8082815498143,10.9744,17.221781111139464
orange,36.08865,73.55337001917384,28.32765,57.73544098279236,12.611625,25.704134684119886
orange,36.11905,73.8219247723703,28.1999,57.63636907361531,11.9753,24.475718373727055
orange,36.12765,75.52189752301976,27.5613,57.61464347116972,10.987275,22.967999762155504
orange,34.7685,74.63919149984142,26.3884,56.64923252295656,10.8763,23.348670161488858
orange,33.9717,74.19148737631562,25.6521,56.022143529054645,10.3995,22.711679809076212
orange,35.72595,75.90565622269199,27.38385,58.18149284074361,11.78775,25.045013474492283
orange,35.9919,76.12481483977481,27.5877,58.349477364497446,12.789,27.049426592813383
orange,36.1176,77.4033214419123,27.1776,58.24408346124094,11.8008,25.2901941344862
orange,33.8085,74.50549193012552,25.78325,56.8198448558028,10.75725,23.706292886858122
orange,34.3968,73.62775122031096,27.05165,57.905158511807045,12.1822,26.076495223860125
orange,50.619,83.39117962350694,37.96425,62.543384717630225,9.693,15.968523757692822
orange,33.882975,72.4970777352396,26.353425,56.386616016297474,12.011425,25.700022265931498
orange,33.6091,73.87700587591513,25.72125,56.53852490503709,13.203575,29.023109451252374
orange,30.96225,71.91567683709512,23.45625,54.48157336143571,10.94625,25.424734235336658
orange,33.0113,73.35167941029025,25.432175,56.5107326069073,12.1266,26.94551488541275
orange,32.7075,73.081389175015,25.198125,56.302498803200336,12.6825,28.33768151684255
orange,27.785725,67.34260880916608,20.9484,50.77139093465926,9.746825,23.62279994876507
orange,31.18075,70.59237975474053,24.4875,55.43904169220461,12.57025,28.45870806866503
orange,28.855575,69.65561044466824,21.6783,52.33010327822791,9.3744,22.6292338500445
orange,29.121525,69.92050633880147,22.025925,52.88403778924578,10.34775,24.84484996810204
orange,33.51105,76.02819100766175,25.214625,57.20567769993966,10.08585,22.88227107997587
orange,76.7634,95.67134795977321,57.57255,71.75351096982989,16.05765,20.012884011993375
orange,31.325,72.68936906453378,23.807,55.243920489045685,10.33725,23.987491791296144
orange,32.56635,73.62157630530265,24.8748,56.2335658211357,10.8009,24.41720621180892
orange,31.43745,72.36229568979621,24.1338,55.55085325681325,10.955475,25.21716364947444
orange,31.17525,71.9001254340874,23.57925,54.38131314557879,10.128,23.358416384678137
orange,31.383,72.31141895302567,23.9335,55.14658718134786,10.778,24.83422469093811
orange,34.765,75.79178566968851,26.4214,57.60175710896326,11.1248,24.25337141430032
orange,33.61,74.7821362358685,25.37555,56.46051285808074,10.4191,23.182462233119242
orange,37.22005,76.14550234910463,28.73465,58.78590595863518,14.2709,29.195684838516808
orange,35.465625,75.21958733175406,27.28125,57.86122102442619,12.00375,25.45893725074753
orange,32.92665,72.82585955399017,25.289025,55.933263265693476,11.371575,25.15119891813062
orange,87.062575,95.12654655441548,65.182975,71.22039872922205,19.14465,20.917879347044238
orange,35.241375,75.03408300971881,26.7473,56.94894505353018,11.385675,24.24178066467839
orange,33.5587,72.68786249649938,25.4765,55.181885141321516,10.8934,23.595012956978856
orange,32.97615,72.18738242364451,24.8616,54.42399512567963,10.359,22.676664635699847
orange,30.915775,69.46556543460491,23.8068,53.49220012076527,11.738075,26.374626448432874
orange,36.9559,78.09835628993737,28.1743,59.54033103292255,13.1724,27.83703788552223
orange,33.865,75.00774476679058,25.906725,57.3809247465948,11.683425,25.877671944542755
orange,33.165125,75.05061531216367,25.15975,56.93494954715863,10.619375,24.030985198476046
orange,33.5724,75.1965342169438,25.2624,56.583530697898304,10.4706,23.452384433997324
orange,31.380375,71.65504301763676,23.655975,54.016878582526175,9.816425,22.41516730295304
orange,30.28905,71.272753209747,22.793275,53.63454660733486,10.249325,24.117547803298226
orange,83.9184,95.23673105183735,63.375875,71.92357292977299,18.794225,21.329059558484403
orange,31.47665,73.26325002876612,23.841225,55.49147155644167,9.816975,22.849429464417156
orange,31.815,73.14920214875893,24.020325,55.22764762231301,10.49895,24.13923670909045
orange,30.8976,70.55265774044234,23.334125,53.28195506439656,9.97735,22.78262906201784
orange,29.128125,69.50925628277412,21.958125,52.39928550547588,9.709375,23.16975209425804
orange,30.15045,71.13887449768585,22.84125,53.893086740671116,10.3547,24.4315326557709
orange,31.725575,72.84831717973569,24.392025,56.00900768090232,11.319175,25.99110813950369
orange,31.954425,73.06055911310406,24.567975,56.17218866484887,11.5614,26.433971136399464
orange,31.69475,71.72324813083621,24.1795,54.716704759607005,11.1095,25.140107592251866
orange,30.276875,70.19079508905976,22.746875,52.73401703582209,9.569375,22.184655442656194
orange,30.72465,71.69014285365529,23.431425,54.672785711625984,10.24155,23.896714284551756
orange,95.365,99.89252612182756,71.52375,74.91939459137066,21.93395,22.97528100802034
orange,66.3964,88.36546648459453,49.0756,65.31360566252638,14.79485,19.69013111884987
orange,91.629625,98.26010353830986,67.90825,72.82220871367127,19.070125,20.45007231000358
orange,84.68045,97.52574038579507,63.18795,72.77301439955266,19.7731,22.77250790734301
orange,76.4554,94.79936397909007,56.3563,69.87788169592721,17.3404,21.50088667566991
orange,96.3016,96.9974857274146,69.496,69.99818557648477,21.8416,21.9994297526095
orange,68.02475,91.08971340078692,50.481525,67.59815573426818,14.679025,19.656201312801386
orange,75.936825,93.4747676323369,55.262925,68.02613979526087,19.481175,23.980437769552392
orange,88.14015,94.28574817000447,63.88995,68.3446957634424,20.5194,21.950121267090985
orange,82.9322,94.6694269717526,62.0906,70.87815736628599,20.4074,23.295618155352734
orange,71.270375,90.81901657890474,53.3575,67.99284663661318,18.675125,23.797496322814613
orange,73.5477,89.72159675746971,54.6584,66.67834513123432,18.4874,22.55296967674102
orange,75.344725,93.34888799377514,56.8044,70.3782192204378,19.72375,24.436881673763125
orange,79.535925,93.30769774994116,58.9155,69.11681314810457,18.937125,22.216118511890755
orange,69.008625,90.99692192931239,50.752375,66.92366215965302,17.891125,23.591794574266178
orange,68.0946,89.60313080936403,49.0574,64.55279316373537,16.4745,21.6781768087171
orange,73.634625,90.55577080511974,54.1314,66.570728808088,16.71705,20.55860742602718
orange,81.2469,96.55741111064441,63.0078,74.88125759600996,18.653625,22.16879336723979
orange,73.377,90.90620369919756,54.441,67.4465382284369,17.358,21.50469334819727
orange,69.398125,89.56870754613115,51.392125,66.32925910172958,15.75525,20.334517388851403
orange,72.0372,85.28233941537955,53.2992,63.09907193739064,19.1544,22.676228977499765
orange,58.0986,82.0591803398011,43.7409,61.780187497206576,15.6933,22.165410781440528
orange,50.106875,79.10754832969086,38.081225,60.12173673056505,14.029925,22.15011353231344
orange,50.823075,78.7997907519073,39.072075,60.58018595377845,14.1012,21.86352575775463
orange,70.3018,89.40463140553737,53.4905,68.02526302595236,14.900925,18.949894700086727
orange,75.935475,92.65855822062188,57.453825,70.1067398177192,17.6781,21.571304559298216
orange,73.416,90.10346799097135,54.264,66.59821547158752,18.753,23.015559758563338
orange,68.2591,88.1127202348787,51.38185,66.3266080888922,19.5026,25.17506292425105
orange,83.53025,98.21006610799881,61.70325,72.54713426068255,16.79,19.7407168056279
orange,77.0994,86.43482006483266,58.0461,65.07449096835103,20.3826,22.85058461484082
orange,75.035625,86.60767492468192,57.45585,66.31673394232786,18.00855,20.785841981923657
orange,66.40005,86.46757953127577,50.82015,66.1790971831552,15.20895,19.80542324459389
orange,74.75805,91.19337289626642,56.671425,69.13046009878262,16.478925,20.101764993263032
orange,74.35815,91.11246582426304,55.16895,67.5995714180016,16.79055,20.573782605478748
orange,98.6832,98.99949311870238,73.2648,73.49962367903662,17.444,17.499910399770624
orange,83.52825,96.49373141265447,62.96745,72.74142829569338,19.27575,22.267784172151032
orange,65.2944,90.95694656616392,49.310875,68.69144402132171,16.3236,22.73923664154098
orange,76.677875,91.13676733615462,58.0265,68.96836447060349,16.579,19.705246991600994
orange,54.5908,81.41145715045272,40.9431,61.05859286283955,12.407,18.502603897830163
